ID,SKU,Marke,Produkt,Kategorie,Status,Beschreibung neu,Kurzbeschreibung neu,SEO-Titel,Meta-Description,Focus-Keyword,Quelle
10000,HJ-7528253,Humboldt Seed,Humboldt Seed Co. Pistachio – 3 Samen,Feminisiert,fertig,"<p>Pistachio kreuzt P-61 mit Fortune Cookies. Humboldt Seed Company hebt an dieser Sorte besonders die geringe Variation zwischen den Pflanzen eines Packs hervor – die Phänotypen fallen ähnlicher aus als bei den meisten anderen Linien im Programm.</p>
<p>Die Blüte dauert 65 Tage, draußen wird zwischen dem 1. und 15. Oktober geerntet. Der THC-Gehalt liegt bei 24 bis 28 %, den Ertrag stuft der Züchter als hoch ein.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> P-61 × Fortune Cookies</li>
<li><b>Typ:</b> indicadominant</li>
<li><b>THC:</b> 24–28 %</li>
<li><b>Blütezeit:</b> 65 Tage</li>
<li><b>Ernte (outdoor):</b> 1. bis 15. Oktober</li>
<li><b>Merkmale:</b> laut Züchter geringe Variation im Pack, hoher Ertrag</li>
<li><b>Packungsgrößen:</b> 3 Stück und 5 Stück</li>
<li><b>Samentyp:</b> feminisiert, photoperiodisch</li>
</ul>
<h3>Aroma</h3>
<p>Pistazieneis und geröstete Nüsse über einer kraftstoffartigen Basis – ein nussiges Profil, das bei Cannabis selten ist.</p>
<h3>Wirkung</h3>
<p>Humboldt Seed Company beschreibt die Wirkung als energetisch und fokussiert. Wie stark sie ausfällt, hängt von Phänotyp, Erntezeitpunkt und Trocknung ab.</p>
<h3>Hinweise</h3>
<p>Geringe Variation im Pack erleichtert den Anbau, weil alle Pflanzen ähnlich auf dieselben Bedingungen reagieren und zum gleichen Zeitpunkt reif werden.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>P-61 × Fortune Cookies mit 24 bis 28 % THC und nussigem Pistazienprofil – 65 Tage Blüte, geringe Variation im Pack.</p>
",Pistachio Hanfsamen kaufen | Hanfjack,"Pistachio von Humboldt Seed Co.: P-61 × Fortune Cookies, 24–28 % THC, 65 Tage Blüte, nussiges Profil. Jetzt bei Hanfjack bestellen.",Pistachio Samen,"humboldtseedcompany.com, abgerufen 14.09.2026"
19696,HJ-1843473,Humboldt Seed,Humboldt Seed Co. Raspberry Parfait – 3 Samen,Feminisiert,fertig,"<p>Raspberry Parfait kreuzt Truffula Tree mit Shishka Berry und gehört mit 80 % Sativa-Anteil zu den kopfbetonten Sorten im Humboldt-Programm.</p>
<p>Die Blüte dauert 60 Tage, draußen wird Anfang Oktober geerntet. Der THC-Gehalt liegt bei 22 %. Der Züchter beschreibt den Wuchs als kräftig und hoch – für den Innenanbau heißt das, früh mit Training zu arbeiten.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Truffula Tree × Shishka Berry</li>
<li><b>Genanteile:</b> 80 % Sativa / 20 % Indica</li>
<li><b>THC:</b> 22 %</li>
<li><b>Blütezeit:</b> 60 Tage</li>
<li><b>Ernte (outdoor):</b> 1. bis 10. Oktober</li>
<li><b>Wuchs:</b> laut Züchter kräftig und hochwüchsig</li>
<li><b>Packungsgrößen:</b> 3 Stück und 5 Stück</li>
<li><b>Samentyp:</b> feminisiert, photoperiodisch</li>
</ul>
<h3>Aroma</h3>
<p>Reife Himbeeren über einer cremigen Vanille-Joghurt-Basis.</p>
<h3>Wirkung</h3>
<p>Humboldt Seed Company beschreibt die Wirkung als gedanklich erweiternd. Wie stark sie ausfällt, hängt von Phänotyp, Erntezeitpunkt und Trocknung ab.</p>
<h3>Hinweise</h3>
<p>Hochwüchsige Sativa-Linien strecken sich in den ersten zwei Blütewochen oft auf das Doppelte. Wer indoor anbaut, sollte die Umstellung auf 12/12 entsprechend früh planen.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Truffula Tree × Shishka Berry mit 80 % Sativa und 22 % THC – 60 Tage Blüte, kräftiger hochwüchsiger Wuchs.</p>
",Raspberry Parfait Hanfsamen kaufen | Hanfjack,"Raspberry Parfait von Humboldt Seed Co.: Truffula Tree × Shishka Berry, 80 % Sativa, 22 % THC, 60 Tage Blüte. Jetzt bei Hanfjack bestellen.",Raspberry Parfait Samen,"humboldtseedcompany.com, abgerufen 14.09.2026"
19699,HJ-1355937,Humboldt Seed,Humboldt Seed Co. Slightly Stoopid Fruits – 3 Samen,Feminisiert,fertig,"<p>Slightly Stoopid Fruits entstand aus der Zusammenarbeit von Humboldt Seed Company mit der gleichnamigen Band. Die Genetik kreuzt Apricot Papaya mit Strawberry DQ, der Sativa-Anteil liegt bei 80 %.</p>
<p>Die Blüte dauert 65 Tage, draußen wird erst Ende Oktober bis Anfang November geerntet – der späteste Erntetermin im Humboldt-Programm. Der THC-Gehalt liegt bei 21 %.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Apricot Papaya × Strawberry DQ</li>
<li><b>Genanteile:</b> 80 % Sativa / 20 % Indica</li>
<li><b>THC:</b> 21 %</li>
<li><b>Blütezeit:</b> 65 Tage</li>
<li><b>Ernte (outdoor):</b> 30. Oktober bis 5. November</li>
<li><b>Blüten:</b> vom Züchter als besonders große Blütenstände beschrieben</li>
<li><b>Packungsgrößen:</b> 3 Stück und 5 Stück</li>
<li><b>Samentyp:</b> feminisiert, photoperiodisch</li>
</ul>
<h3>Aroma</h3>
<p>Tropische Fruchtnoten: Papaya und Mango vorn, Erdbeere aus der Strawberry-DQ-Seite dahinter.</p>
<h3>Wirkung</h3>
<p>Humboldt Seed Company beschreibt die Wirkung als heiter und aufhellend. Wie stark sie ausfällt, hängt von Phänotyp, Erntezeitpunkt und Trocknung ab.</p>
<h3>Hinweise</h3>
<p>Ein Erntetermin Ende Oktober bis Anfang November ist für den Außenanbau in Mitteleuropa spät. In Lagen mit früher Herbstfeuchte ist der Innenanbau die verlässlichere Wahl.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Sorte aus der Zusammenarbeit mit Slightly Stoopid: Apricot Papaya × Strawberry DQ, 80 % Sativa, 21 % THC, 65 Tage Blüte.</p>
",Slightly Stoopid Fruits Hanfsamen kaufen | Hanfjack,"Slightly Stoopid Fruits von Humboldt Seed Co.: Apricot Papaya × Strawberry DQ, 80 % Sativa, 21 % THC. Jetzt bei Hanfjack bestellen.",Slightly Stoopid Fruits Samen,"humboldtseedcompany.com, abgerufen 14.09.2026"
10553,HJ-6611192,Humboldt Seed,Humboldt Seed Co. Squirt Auto – 3 Samen,Automatisch,fertig,"<p>Squirt Auto ist die sativabetonte Autoflower im Humboldt-Programm. Die Linie verbindet die hauseigene BBM mit Tangie und einer BBM Auto und bringt damit ein deutlich zitrusbetontes Profil in eine selbstblühende Sorte.</p>
<p>Der Zyklus dauert 80 bis 90 Tage ab Keimung, der THC-Gehalt liegt bei 20 %. Humboldt Seed Company hebt die Sorte ausdrücklich für die Extraktion hervor – der Harzertrag ist hier das Verkaufsargument, nicht der reine THC-Wert.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> BBM × Tangie × BBM Auto</li>
<li><b>Typ:</b> sativadominant</li>
<li><b>THC:</b> 20 %</li>
<li><b>Erntereif:</b> 80–90 Tage von der Keimung bis zur Ernte</li>
<li><b>Eignung:</b> vom Züchter als Extraktionssorte hervorgehoben</li>
<li><b>Packungsgrößen:</b> 3 Stück und 5 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Aroma</h3>
<p>Süß-säuerliche Grapefruit, die Tangie-Seite ist im Profil klar herauszuschmecken.</p>
<h3>Wirkung</h3>
<p>Humboldt Seed Company beschreibt die Wirkung als energetisierend und alltagstauglich. Wie stark sie ausfällt, hängt von Phänotyp, Erntezeitpunkt und Trocknung ab.</p>
<h3>Hinweise</h3>
<p>Zitrusdominante Terpenprofile sind flüchtig. Wer auf Extraktion zielt, sollte kühl trocknen und das Material möglichst frisch verarbeiten.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Sativabetonte Autoflower aus BBM × Tangie mit 20 % THC und ausgeprägtem Grapefruit-Profil – vom Züchter für Extrakte empfohlen.</p>
",Squirt Auto Hanfsamen kaufen | Hanfjack,"Squirt Auto von Humboldt Seed Co.: sativadominante Autoflower, 20 % THC, 80–90 Tage, Grapefruit-Profil. Jetzt bei Hanfjack bestellen.",Squirt Auto Samen,"humboldtseedcompany.com, abgerufen 14.09.2026"
10010,HJ-1899131,Humboldt Seed,Humboldt Seed Co. Vanilla Frosting – 3 Samen,Feminisiert,fertig,"<p>Vanilla Frosting verbindet zwei hauseigene Linien: Humboldt Frost und eine dreifach rückgekreuzte Humboldt Gelato. Der Name bezieht sich auf die Trichomdecke, die der Züchter als außergewöhnlich dicht beschreibt.</p>
<p>Die Blüte dauert 60 Tage, draußen wird zwischen dem 1. und 15. Oktober geerntet. Der THC-Gehalt liegt bei 30 %.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Humboldt Frost × Humboldt Gelato Bx3</li>
<li><b>Typ:</b> indicadominant</li>
<li><b>THC:</b> 30 %</li>
<li><b>Blütezeit:</b> 60 Tage</li>
<li><b>Ernte (outdoor):</b> 1. bis 15. Oktober</li>
<li><b>Merkmale:</b> laut Züchter außergewöhnlich dichte Trichomdecke</li>
<li><b>Packungsgrößen:</b> 3 Stück und 5 Stück</li>
<li><b>Samentyp:</b> feminisiert, photoperiodisch</li>
</ul>
<h3>Aroma</h3>
<p>Cremige Vanille über einer kraftstoffartigen Basis – die Gelato-Seite ist im Profil deutlich zu erkennen.</p>
<h3>Wirkung</h3>
<p>Humboldt Seed Company beschreibt die Wirkung als leicht und heiter. Wie stark sie ausfällt, hängt von Phänotyp, Erntezeitpunkt und Trocknung ab.</p>
<h3>Hinweise</h3>
<p>Eine dichte Trichomdecke macht die Blüten anfällig für mechanische Beschädigung. Beim Trimmen und Umfüllen lohnt sich vorsichtiges Arbeiten, weil sonst ein Teil des Harzes an Handschuhen und Scheren hängen bleibt.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Humboldt Frost × Humboldt Gelato Bx3 mit 30 % THC und außergewöhnlich dichter Trichomdecke – 60 Tage Blüte.</p>
",Vanilla Frosting Hanfsamen kaufen | Hanfjack,"Vanilla Frosting von Humboldt Seed Co.: Humboldt Frost × Humboldt Gelato Bx3, 30 % THC, 60 Tage Blüte. Jetzt bei Hanfjack bestellen.",Vanilla Frosting Samen,"humboldtseedcompany.com, abgerufen 14.09.2026"
18722,HJ-1153484,Integra Boost,Integra Boost Feuchtigkeitsregler 55% 4g,Feuchtigkeitsregler,fertig,"<p>Die 55-Prozent-Variante des Integra Boost hält die relative Luftfeuchte niedriger als die verbreitete 62-Prozent-Stufe. Sie richtet sich an alle, die ihr Lagergut bewusst trockener halten wollen.</p>
<p>Das 4-Gramm-Pack ist für Behälter mit bis zu 12 Gramm Inhalt gedacht. Wie alle Integra-Packs arbeitet es in beide Richtungen und besteht aus pflanzlichem Glycerin und Wasser, vollständig ohne Salze.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zielfeuchte:</b> 55 % relative Luftfeuchte</li>
<li><b>Packungsgröße:</b> 4 g</li>
<li><b>Empfohlen für:</b> Behälter mit bis zu 12 g Inhalt</li>
<li><b>Funktionsweise:</b> 2-Wege-Regulierung: gibt Feuchtigkeit ab oder nimmt sie auf</li>
<li><b>Inhaltsstoffe:</b> pflanzliches Glycerin und Wasser, vollständig salzfrei</li>
<li><b>Eigenschaften:</b> auslauf- und reißfest, FDA-konform, ungiftig, zu 99 % biologisch abbaubar</li>
<li><b>Haltbarkeit:</b> ungeöffnet zwei Jahre ab Herstellungsdatum</li>
<li><b>Wechselanzeige:</b> Austauschkarte liegt bei – der Punkt färbt sich leuchtend blau</li>
</ul>
<h3>Hinweise</h3>
<p>Welche Feuchtestufe die richtige ist, hängt vom Lagergut und den eigenen Vorlieben ab. Zwischen 55 und 62 % liegen nur wenige Prozentpunkte, spürbar ist der Unterschied trotzdem.</p>
","<p>4-Gramm-Pack für 55 % relative Luftfeuchte in Behältern bis 12 g Inhalt – für alle, die trockener lagern wollen.</p>
",Integra Boost 55% 4g kaufen | Hanfjack,"Integra Boost 55 % 4 g: 2-Wege-Feuchtigkeitsregler für Behälter bis 12 g, salzfrei, mit Wechselanzeige. Jetzt bei Hanfjack bestellen.",Integra Boost Feuchtigkeitsregler 55% 4g,"integra-products.com, abgerufen 14.09.2026"
18724,HJ-6868859,Integra Boost,Integra Boost Feuchtigkeitsregler 55% 67g,Feuchtigkeitsregler,fertig,"<p>Das 67-Gramm-Pack in der 55-Prozent-Stufe ist für größere Behälter mit bis zu einem Pfund – rund 453 Gramm – Inhalt ausgelegt und hält die relative Luftfeuchte unter dem gängigen 62-Prozent-Wert.</p>
<p>Die 2-Wege-Regulierung gleicht Schwankungen selbstständig aus, die Rezeptur aus pflanzlichem Glycerin und Wasser kommt ohne Salze aus. Das Pack ist auslauf- und reißfest und darf laut Hersteller direkten Kontakt mit dem Lagergut haben.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zielfeuchte:</b> 55 % relative Luftfeuchte</li>
<li><b>Packungsgröße:</b> 67 g</li>
<li><b>Empfohlen für:</b> Behälter mit bis zu 453 g Inhalt</li>
<li><b>Funktionsweise:</b> 2-Wege-Regulierung: gibt Feuchtigkeit ab oder nimmt sie auf</li>
<li><b>Inhaltsstoffe:</b> pflanzliches Glycerin und Wasser, vollständig salzfrei</li>
<li><b>Eigenschaften:</b> auslauf- und reißfest, FDA-konform, ungiftig, zu 99 % biologisch abbaubar</li>
<li><b>Haltbarkeit:</b> ungeöffnet zwei Jahre ab Herstellungsdatum</li>
<li><b>Wechselanzeige:</b> Austauschkarte liegt bei – der Punkt färbt sich leuchtend blau</li>
</ul>
<h3>Hinweise</h3>
<p>Je häufiger ein Behälter geöffnet wird, desto schneller ist das Pack verbraucht – jedes Öffnen bringt Außenluft mit abweichender Feuchte hinein, die wieder ausgeglichen werden muss.</p>
","<p>67-Gramm-Pack für 55 % relative Luftfeuchte in Behältern bis 453 g Inhalt – salzfrei, auslauf- und reißfest.</p>
",Integra Boost 55% 67g kaufen | Hanfjack,"Integra Boost 55 % 67 g: 2-Wege-Feuchtigkeitsregler für bis zu 453 g Inhalt, salzfrei, auslaufsicher. Jetzt bei Hanfjack bestellen.",Integra Boost Feuchtigkeitsregler 55% 67g,"integra-products.com, abgerufen 14.09.2026"
18723,HJ-3161145,Integra Boost,Integra Boost Feuchtigkeitsregler 55% 8g,Angebote / Feuchtigkeitsregler,fertig,"<p>Die 55-Prozent-Variante des Integra Boost hält die relative Luftfeuchte unter dem gängigen 62-Prozent-Wert und eignet sich für alle, die trockener lagern möchten.</p>
<p>Das 8-Gramm-Pack deckt Behälter mit 12 bis 28 Gramm Inhalt ab. Die Regulierung läuft in beide Richtungen, die Rezeptur ist salzfrei und besteht aus pflanzlichem Glycerin und Wasser.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zielfeuchte:</b> 55 % relative Luftfeuchte</li>
<li><b>Packungsgröße:</b> 8 g</li>
<li><b>Empfohlen für:</b> Behälter mit 12 bis 28 g Inhalt</li>
<li><b>Funktionsweise:</b> 2-Wege-Regulierung: gibt Feuchtigkeit ab oder nimmt sie auf</li>
<li><b>Inhaltsstoffe:</b> pflanzliches Glycerin und Wasser, vollständig salzfrei</li>
<li><b>Eigenschaften:</b> auslauf- und reißfest, FDA-konform, ungiftig, zu 99 % biologisch abbaubar</li>
<li><b>Haltbarkeit:</b> ungeöffnet zwei Jahre ab Herstellungsdatum</li>
<li><b>Wechselanzeige:</b> Austauschkarte liegt bei – der Punkt färbt sich leuchtend blau</li>
</ul>
<h3>Hinweise</h3>
<p>Ungeöffnet sind die Packs zwei Jahre ab Herstellung haltbar, weil jedes einzeln eingeschweißt ist. Erst beim Öffnen beginnt die Regulierung zu arbeiten.</p>
","<p>8-Gramm-Pack für 55 % relative Luftfeuchte in Behältern mit 12 bis 28 g Inhalt – salzfrei, mit Austauschindikator.</p>
",Integra Boost 55% 8g kaufen | Hanfjack,"Integra Boost 55 % 8 g: 2-Wege-Feuchtigkeitsregler für 12 bis 28 g Inhalt, salzfrei, mit Wechselanzeige. Jetzt bei Hanfjack bestellen.",Integra Boost Feuchtigkeitsregler 55% 8g,"integra-products.com, abgerufen 14.09.2026"
12441,HJ-8174769,Integra Boost,Integra Boost Feuchtigkeitsregler 62% 4g,Feuchtigkeitsregler,fertig,"<p>Der Integra Boost Feuchtigkeitsregler hält die relative Luftfeuchte in einem geschlossenen Behälter konstant bei 62 %. Die Regulierung läuft in beide Richtungen: Ist es zu trocken, gibt das Pack Feuchtigkeit ab, ist es zu feucht, nimmt es sie auf.</p>
<p>Das 4-Gramm-Pack ist für Behälter mit bis zu 12 Gramm Inhalt ausgelegt. Die Rezeptur besteht aus pflanzlichem Glycerin und Wasser und ist vollständig salzfrei – anders als bei Salzlösungen kann also nichts auskristallisieren oder auslaufen.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zielfeuchte:</b> 62 % relative Luftfeuchte</li>
<li><b>Packungsgröße:</b> 4 g</li>
<li><b>Empfohlen für:</b> Behälter mit bis zu 12 g Inhalt</li>
<li><b>Funktionsweise:</b> 2-Wege-Regulierung: gibt Feuchtigkeit ab oder nimmt sie auf</li>
<li><b>Inhaltsstoffe:</b> pflanzliches Glycerin und Wasser, vollständig salzfrei</li>
<li><b>Eigenschaften:</b> auslauf- und reißfest, FDA-konform, ungiftig, zu 99 % biologisch abbaubar</li>
<li><b>Haltbarkeit:</b> ungeöffnet zwei Jahre ab Herstellungsdatum</li>
<li><b>Wechselanzeige:</b> Austauschkarte liegt bei – der Punkt färbt sich leuchtend blau</li>
</ul>
<h3>Hinweise</h3>
<p>Jedem Pack liegt eine Austauschkarte bei: Färbt sich der Punkt darauf leuchtend blau, ist das Pack verbraucht. Wie lange es hält, hängt vor allem davon ab, wie oft der Behälter geöffnet wird.</p>
","<p>4-Gramm-Pack für 62 % relative Luftfeuchte in Behältern bis 12 g Inhalt – salzfrei, mit Austauschindikator.</p>
",Integra Boost 62% 4g kaufen | Hanfjack,"Integra Boost 62 % 4 g: 2-Wege-Feuchtigkeitsregler für Behälter bis 12 g, salzfrei, mit Wechselanzeige. Jetzt bei Hanfjack bestellen.",Integra Boost Feuchtigkeitsregler 62% 4g,"integra-products.com, abgerufen 14.09.2026"
12445,HJ-4986245,Integra Boost,Integra Boost Feuchtigkeitsregler 62% 67g,Feuchtigkeitsregler,fertig,"<p>Das 67-Gramm-Format ist das größte Integra-Boost-Pack für den Hausgebrauch und hält die relative Luftfeuchte bei 62 %. Es ist für Behälter mit bis zu einem Pfund – also rund 453 Gramm – Inhalt ausgelegt.</p>
<p>Die Regulierung arbeitet in beide Richtungen: abgeben, wenn es zu trocken wird, aufnehmen, wenn es zu feucht wird. Die Rezeptur aus pflanzlichem Glycerin und Wasser ist salzfrei, das Pack auslauf- und reißfest.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zielfeuchte:</b> 62 % relative Luftfeuchte</li>
<li><b>Packungsgröße:</b> 67 g</li>
<li><b>Empfohlen für:</b> Behälter mit bis zu 453 g Inhalt</li>
<li><b>Funktionsweise:</b> 2-Wege-Regulierung: gibt Feuchtigkeit ab oder nimmt sie auf</li>
<li><b>Inhaltsstoffe:</b> pflanzliches Glycerin und Wasser, vollständig salzfrei</li>
<li><b>Eigenschaften:</b> auslauf- und reißfest, FDA-konform, ungiftig, zu 99 % biologisch abbaubar</li>
<li><b>Haltbarkeit:</b> ungeöffnet zwei Jahre ab Herstellungsdatum</li>
<li><b>Wechselanzeige:</b> Austauschkarte liegt bei – der Punkt färbt sich leuchtend blau</li>
</ul>
<h3>Hinweise</h3>
<p>Größere Packs halten in der Regel länger als mehrere kleine mit gleichem Gesamtgewicht, weil sie über mehr Reserve verfügen. Der Hersteller rät ausdrücklich, im Zweifel das größere Format zu wählen.</p>
","<p>67-Gramm-Pack für 62 % relative Luftfeuchte in Behältern bis 453 g Inhalt – salzfrei, mit Austauschindikator.</p>
",Integra Boost 62% 67g kaufen | Hanfjack,"Integra Boost 62 % 67 g: 2-Wege-Feuchtigkeitsregler für bis zu 453 g Inhalt, salzfrei, auslaufsicher. Jetzt bei Hanfjack bestellen.",Integra Boost Feuchtigkeitsregler 62% 67g,"integra-products.com, abgerufen 14.09.2026"
12443,HJ-9768727,Integra Boost,Integra Boost Feuchtigkeitsregler 62% 8g,Angebote / Feuchtigkeitsregler,fertig,"<p>Der Integra Boost Feuchtigkeitsregler hält die relative Luftfeuchte in einem geschlossenen Behälter konstant bei 62 %. Er arbeitet in beide Richtungen und gleicht Schwankungen selbstständig aus.</p>
<p>Das 8-Gramm-Pack deckt laut Hersteller Behälter mit 12 bis 28 Gramm Inhalt ab – der Bereich zwischen dem kleinen 4-Gramm-Pack und dem großen 67-Gramm-Format. Die Rezeptur ist salzfrei und besteht aus pflanzlichem Glycerin und Wasser.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zielfeuchte:</b> 62 % relative Luftfeuchte</li>
<li><b>Packungsgröße:</b> 8 g</li>
<li><b>Empfohlen für:</b> Behälter mit 12 bis 28 g Inhalt</li>
<li><b>Funktionsweise:</b> 2-Wege-Regulierung: gibt Feuchtigkeit ab oder nimmt sie auf</li>
<li><b>Inhaltsstoffe:</b> pflanzliches Glycerin und Wasser, vollständig salzfrei</li>
<li><b>Eigenschaften:</b> auslauf- und reißfest, FDA-konform, ungiftig, zu 99 % biologisch abbaubar</li>
<li><b>Haltbarkeit:</b> ungeöffnet zwei Jahre ab Herstellungsdatum</li>
<li><b>Wechselanzeige:</b> Austauschkarte liegt bei – der Punkt färbt sich leuchtend blau</li>
</ul>
<h3>Hinweise</h3>
<p>Ein zu großes Pack schadet nicht: Die Regulierung stellt sich auf das Volumen ein. Ein zu kleines Pack ist dagegen schneller erschöpft und muss häufiger gewechselt werden.</p>
","<p>8-Gramm-Pack für 62 % relative Luftfeuchte in Behältern mit 12 bis 28 g Inhalt – salzfrei, mit Austauschindikator.</p>
",Integra Boost 62% 8g kaufen | Hanfjack,"Integra Boost 62 % 8 g: 2-Wege-Feuchtigkeitsregler für 12 bis 28 g Inhalt, salzfrei, mit Wechselanzeige. Jetzt bei Hanfjack bestellen.",Integra Boost Feuchtigkeitsregler 62% 8g,"integra-products.com, abgerufen 14.09.2026"
12458,HJ-5391965,Integra Boost,Integra Boost Terpene Humulene Hu 62% 4g,Terpene,fertig,"<p>Die Terpene-Essentials-Reihe von Integra Boost verbindet zwei Funktionen in einem Pack: die bekannte 2-Wege-Feuchtigkeitsregulierung bei 62 % und ein botanisch gewonnenes Terpen-Isolat – in diesem Fall Humulen. Humulen ist das Leitterpen des Hopfens und findet sich außerdem in Salbei und Ginseng.</p>
<p>Das Pack wird zusammen mit dem Lagergut in einen luftdichten Behälter gelegt. Nach 24 bis 72 Stunden ist der Aromaübergang abgeschlossen. Danach empfiehlt Integra, auf ein klassisches Pack mit 55 oder 62 % zu wechseln und das Terpen-Pack luftdicht aufzubewahren – es lässt sich bis zu dreimal wiederverwenden.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Terpen:</b> Humulen (Humulene)</li>
<li><b>Aromaprofil:</b> hopfig, holzig und erdig</li>
<li><b>Zielfeuchte:</b> 62 % relative Luftfeuchte</li>
<li><b>Packungsgröße:</b> 4 g</li>
<li><b>Reichweite:</b> bis zu 14 g (eine halbe Unze) Pflanzenmaterial</li>
<li><b>Einwirkzeit:</b> 24 bis 72 Stunden im luftdichten Behälter</li>
<li><b>Wiederverwendung:</b> bis zu dreimal, wenn zwischenzeitlich luftdicht gelagert</li>
<li><b>Funktionsweise:</b> 2-Wege-Regulierung: gibt Feuchtigkeit ab oder nimmt sie auf</li>
<li><b>Inhaltsstoffe:</b> pflanzliches Glycerin und Wasser, vollständig salzfrei</li>
<li><b>Eigenschaften:</b> auslauf- und reißfest, FDA-konform, ungiftig, zu 99 % biologisch abbaubar</li>
<li><b>Haltbarkeit:</b> ungeöffnet zwei Jahre ab Herstellungsdatum</li>
<li><b>Terpen-Isolat:</b> botanisch gewonnen, auf Wirkstärke geprüft und standardisiert</li>
</ul>
<h3>Hinweise</h3>
<p>Die Terpen-Packs sind für den Aromaübergang gedacht, nicht für die Dauerlagerung. Für längere Aufbewahrung wechselt man anschließend auf ein klassisches Integra-Boost-Pack.</p>
","<p>4-Gramm-Pack mit Humulen-Isolat und 62 % Feuchtigkeitsregulierung – hopfig, holzig und erdig, für bis zu 14 g Pflanzenmaterial.</p>
",Integra Boost Terpene Humulene 62% 4g kaufen | Hanfjack,Integra Boost Terpene Essentials Humulene: 4-g-Pack mit Humulen-Isolat und 62 % Feuchtigkeitsregulierung. Jetzt bei Hanfjack bestellen.,Integra Boost Terpene Humulene Hu 62% 4g,"integra-products.com, abgerufen 14.09.2026"
